RegionName,StateName,SizeRank,RegionID,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020
"South Bend, IN",IN,152,395107,104097,104222,104648,104739,104931,104800,105019,105287,105879,106403,107034,107613,108259,108725,108797,109264,109924,111037,111255,111318,111139,111845,112578,113086,113285,113735,114834,116251,117146,117741,118235,119098,120104,120601,121062,122232,123619,125184,125775,125616,125360,125407,126552,127420,128273,128731,129387,129804,130855,131250,131836,131684,132396,133069,133976,135011,135596,136186,136416,136909,137036,137579,138413,140218,141606,143017,143825,144706,146062,147869
"Spartanburg, SC",SC,153,395109,116525,116920,117483,117927,118172,118371,118179,118112,117860,118072,118410,119040,119481,119775,119949,120401,121097,121993,122885,124090,125488,126918,127949,128850,129232,129881,130379,131197,131700,132138,132955,133691,134451,134860,135657,136314,137486,138563,139994,141031,142168,143179,144043,144762,145472,146045,146561,147223,148230,149235,149886,150527,151060,151809,152548,153326,154133,154893,155692,156410,156929,157494,158255,159227,160371,161492,162682,164001,165374,167038
"Evansville, IN",IN,154,394579,116303,116618,116868,116872,116897,117017,117219,117404,117551,117738,118001,118351,118706,119290,119832,120502,121083,121708,122154,122590,122998,123352,123607,123902,124349,124780,125355,125952,126448,126826,127171,127621,128068,128780,129572,130415,130981,131412,131763,132148,132746,133312,134068,134598,135253,135350,135573,135602,136155,136622,137401,137909,138480,139002,139602,140408,140907,141392,141655,142143,142630,143303,143817,144612,145376,146319,147218,148150,149369,150950
"Kingsport, TN",TN,155,394747,108543,108795,109114,109159,109082,108870,108957,109183,109401,109402,109523,109701,109976,110256,110672,111306,111854,112276,112546,112908,113484,114177,114749,115272,115392,115456,115346,115499,115824,116461,117061,117575,117822,118114,118537,119155,120146,121208,122144,122590,123010,123303,123814,124110,124625,125051,125700,126105,126404,126474,126810,127599,128358,129046,129242,129664,129938,130461,130797,131303,131731,132347,132890,133298,133738,134264,135113,135949,136882,137691
"Roanoke, VA",VA,156,395028,156811,157098,157397,157683,157976,158395,158834,159210,159429,159623,159905,160210,160361,160542,160730,161052,161388,161736,162072,162392,162769,163075,163371,163572,164001,164459,164952,165475,165942,166375,166738,167209,167684,168223,168834,169480,169986,170364,170704,171077,171446,171881,172319,172578,172783,173064,173644,174535,175534,176482,177505,178304,179138,179767,180472,181269,181897,182596,183027,183470,183827,184353,184917,185720,186588,187666,188772,189956,191388,192824
"Green Bay, WI",WI,157,394646,137143,138023,139001,139358,139612,139384,139475,139257,139221,139731,140768,142085,142689,142434,142225,142960,144299,145869,146794,147697,148657,149296,149622,149628,150377,151820,153017,153832,154359,154876,155816,157211,158494,159447,160377,161266,161840,162439,163377,164789,165833,166977,167687,167982,168208,169061,170083,171064,171866,172556,173397,173798,174647,175425,176464,177044,177538,177962,178629,179559,180567,181594,182474,183609,184728,185945,187216,189083,191206,193280
"Lincoln, NE",NE,158,394796,155410,156758,158636,159377,160009,160228,160893,162018,163011,163773,163829,163925,163940,164026,163830,164509,165356,166484,167372,167981,169009,170160,171649,172864,174139,175204,176753,177422,178104,178463,179466,180479,181325,182220,183107,184420,185558,186568,186850,187633,188604,190036,191135,192234,193403,194006,194330,194407,194894,195902,196968,198311,199111,199911,200072,200024,199826,200010,200702,201373,201984,202401,203179,203797,204887,205970,207763,209911,212363,215006
"Fort Collins, CO",CO,159,394602,293960,295788,298676,302009,306526,310145,314277,316775,319806,322545,324898,327596,330219,333652,336657,339769,341727,344426,346928,350496,353687,356452,359436,361745,365295,367695,370628,373029,375944,378233,379695,381095,382108,383439,384545,386534,388572,390871,391988,393266,394461,396871,398761,400673,402168,404821,406561,408069,408325,410108,411559,411647,411478,411177,412772,413919,415648,415582,415803,415907,417368,417809,419081,421562,424362,426939,428692,430961,433330,436754
"Utica, NY",NY,160,395179,110357,110098,109970,110084,110507,110863,111007,111287,111424,111649,111606,111648,111898,112393,112727,112809,112848,113152,113801,114510,115107,115364,115713,116152,116718,117218,117769,118438,118907,119212,119224,119264,119624,120282,121149,121948,122690,123559,124257,125140,126245,127456,128547,129166,129713,130138,130445,130526,130862,131178,131982,132340,132949,133407,134144,134647,135059,135491,136181,136990,137555,138071,138287,138742,138931,139204,139360,139911,140471,140986
"Columbus, GA",GA,161,394488,110906,110712,110603,110815,111172,111566,111695,111630,111435,111311,111305,111377,111585,111778,111999,112006,111986,111922,112044,112218,112403,112438,112526,112610,112797,112935,113082,113242,113362,113494,113446,113583,113871,114492,114997,115419,115760,116177,116580,117039,117718,118358,119251,119996,120694,120909,121048,121283,121679,122077,122538,123071,123161,123458,123704,124321,124623,125039,125530,126152,126698,127235,127755,128225,128975,129619,130241,130645,131320,132120
"Boulder, CO",CO,162,394405,390710,395297,399264,402288,406467,411435,417183,422702,428480,433646,438684,445508,452267,456126,458440,460981,465629,469847,474127,477675,480659,483724,486782,487706,488734,492060,497554,502944,504123,504716,504746,506584,508722,510697,513152,516474,519704,522365,523378,524763,527793,531641,535614,537898,540340,543111,544456,544447,544157,545748,547834,550191,552308,554192,555189,555859,556066,554585,553874,554414,556185,556547,557189,557807,559005,560503,563146,566928,571382,577478
"Lubbock, TX",TX,163,394808,119621,119272,119010,118705,117568,116709,115817,115549,115274,115532,115320,115236,115106,115365,116071,116994,118447,119734,121607,123347,125250,126449,127113,127800,128803,130041,130708,131049,131756,132551,133189,133688,133865,134300,134478,135186,135678,136309,137475,138522,138886,138652,138251,138587,138956,139825,140673,141218,141621,141944,141878,142067,142185,142769,143552,144064,144508,144446,144654,145099,145697,146292,147109,147932,149141,150379,151681,152996,154555,156392
"Erie, PA",PA,164,394572,121560,121994,122225,122322,122456,122661,122521,122531,122353,122488,122461,122299,122279,122115,122109,122182,122764,123598,124533,124796,125047,125188,125561,125811,125830,125807,125830,125905,125765,125283,124905,125010,125439,125895,126119,126344,126665,127144,127674,127751,127748,127830,128256,128577,128621,128512,128595,128856,129096,129391,129748,130342,130971,131494,131795,132076,132044,132277,132354,132739,133104,133449,133811,134315,134979,135864,136854,137959,139523,141111
"Fort Smith, AR",AR,165,394609,92217,92304,92609,92883,93121,93393,93696,94002,94256,94527,94760,95125,95418,95784,96005,96254,96460,96682,96831,96967,97188,97464,97793,98032,98297,98647,99149,99615,100025,100280,100575,100932,101242,101449,101550,101764,102049,102265,102370,102527,102843,103295,103870,104313,104596,104849,105146,105592,105901,106274,106545,106843,107195,107474,107887,108430,109036,109426,109669,109967,110387,110772,111272,111744,112123,112535,112785,112999,113262,113739
"Duluth, MN",MN,166,394543,137808,138233,138607,138301,137848,137466,137680,138379,138994,139099,138757,137979,137591,137435,138247,139156,140579,141586,142662,142749,143052,143628,144917,146873,148676,150474,151259,152201,152884,153398,153538,154358,155922,157205,158310,158873,159049,158829,158554,158736,158639,159468,160052,160773,160175,160112,159712,159880,160270,160652,161607,162817,164797,166216,167435,168008,168810,169124,169906,170476,171191,172129,172881,173236,173226,173299,173789,174645,175869,177288
"Atlantic City, NJ",NJ,167,394348,190447,189370,187931,186780,185598,185281,184886,183762,182269,181014,180031,179776,179971,179814,178998,177228,176300,174797,173904,172445,172013,170782,170115,169366,169147,169597,170167,171520,172138,173371,174474,176800,178542,180765,182526,183316,183076,181870,182037,182505,183575,184468,185356,186063,185999,186235,186558,187654,189321,191152,192812,193943,194748,195297,195974,196560,197053,196698,196363,196647,197220,198221,198937,200097,201675,203769,206139,208809,212488,217090
"New London, CT",CT,168,394924,222217,221842,222157,221420,221674,221787,223150,223964,224508,223362,222311,222223,222953,224499,224716,224701,223723,222967,222150,221797,221853,223691,225334,226472,227468,228209,229188,230220,231761,233571,235562,237211,239287,239881,240263,240213,239082,237612,237186,238093,239740,240140,239861,239739,238441,238543,238712,239512,239623,240677,242407,243973,244608,244491,244658,244329,244680,244235,243867,243942,245173,246074,246213,246136,246654,248589,250942,254001,257403,261376
"San Luis Obispo, CA",CA,169,395061,505004,507382,508193,510178,512357,516572,518594,523531,527375,533535,537389,540605,542882,543777,546579,549122,552219,553999,558170,559220,559607,559150,560339,562713,565119,569821,573400,577358,579385,580868,579440,581553,586134,591654,596404,600550,605323,608449,609113,608023,607566,611472,619257,622417,621186,618188,616999,616754,615580,612791,613955,616037,622631,624326,622511,621461,622196,624651,625730,626157,627830,631321,633393,635935,635502,637325,640895,645838,651483,656958
"Gainesville, FL",FL,170,394622,146867,146449,146796,146964,147874,148922,150335,151282,151885,152513,153144,153880,154029,154657,155154,156289,157711,158515,158744,158676,159083,159454,159944,161047,163516,166074,167741,168220,167660,168078,169386,171512,173656,175529,176962,177121,176254,175494,176103,177565,179781,181540,182755,183054,182787,182675,183490,184996,186346,187053,187554,188487,189287,190167,191263,192298,193562,194230,194858,195179,196202,197681,198884,199634,200406,201235,202074,203341,204791,206784
"Santa Cruz, CA",CA,171,395065,662625,661323,662588,663538,671496,673809,680610,688318,698288,703619,702943,700893,705589,718449,728814,737742,738473,741741,740896,742902,743803,748295,753492,759362,763649,764761,762893,762768,763801,770581,777434,784963,793947,800461,807911,812846,819674,822863,831601,838082,850220,854800,857039,854497,848362,845072,844585,847871,846488,846146,841168,842780,842197,845985,846083,841214,839211,839067,840589,838973,839953,842922,848239,850280,852160,853867,860457,873924,887768,900511
"Clarksville, TN",TN,172,394471,147383,147388,147351,147327,147212,147120,147195,147281,147397,147459,147558,147681,147941,148311,148665,149061,149437,149859,150132,150537,151018,151707,152290,152783,153091,153415,153796,154233,154574,154930,155430,155853,156258,156464,157019,157710,158598,159371,160081,160987,162061,163317,164323,165326,166143,167001,167542,168235,168803,169410,169472,169825,170016,170557,170989,171551,172352,172993,173928,174652,175629,176722,178366,179786,181397,182773,184483,186266,188126,190315
"Cedar Rapids, IA",IA,173,394447,139097,138808,139200,139668,140130,139994,139916,140155,140451,140963,141377,141593,141811,141985,141973,141798,141944,142536,143308,143847,144460,144673,144917,145229,145869,146655,147472,148378,149140,149666,149897,150124,150308,150630,151096,151531,151795,152037,152206,152568,152955,153320,153918,154580,155365,156101,156503,156960,157248,157930,158725,159587,159739,159907,159959,160374,160648,160731,160937,161144,161597,161743,161862,161844,162403,163023,163700,164106,164597,165274
"Merced, CA",CA,174,394851,194819,196263,197690,199203,199622,201156,203990,205849,206955,208251,209735,211703,213366,215698,218438,219526,221005,222038,224343,227065,229764,231030,233245,235057,237707,239537,241142,243914,247277,250137,251801,252133,253005,255309,257377,259844,262414,264589,266757,268147,269518,270725,271907,274293,276757,278555,279825,280958,281088,280192,279357,280588,283243,285335,284994,284537,284161,284961,285150,285434,286513,288872,291372,292619,292798,293814,297206,300598,304053,306942
"Wilmington, NC",NC,175,395229,202598,203465,204605,205691,206804,208391,209895,210630,210622,210747,210729,211598,212125,212984,213530,214741,216145,217070,217066,217645,219233,220930,222288,222907,223076,223318,224390,225858,226971,228328,230350,232381,233936,234832,235886,237059,239878,242236,243708,243463,243530,243964,244490,244876,245170,246121,247224,248245,248433,248373,248835,250312,251784,253695,254929,256756,257920,258840,259514,260516,261646,263212,264701,266223,267742,268768,270253,271406,273308,275311
"Kennewick, WA",WA,176,394741,190889,191797,192845,194434,195544,197093,198362,200300,201915,203663,205473,206959,208172,209174,210609,212475,214762,216275,217943,219228,220535,221834,222886,224307,226482,229193,231299,232088,233247,235321,237742,240364,243430,246589,249628,251998,253522,254599,256249,259197,261474,263940,266533,268926,271078,273142,275920,278609,281431,285182,288975,293148,297495,300765,302913,304857,306254,307320,307554,308739,310117,310832,311365,311264,311351,312006,313402,315038,317115,319477
"Greeley, CO",CO,177,394645,262696,265336,268525,270860,273245,275929,279044,281952,284266,287134,289707,292063,294169,295821,297435,299683,302005,304164,306216,308746,312345,315356,319033,321918,324957,327491,329659,332028,334843,337647,340016,341507,343057,344048,344702,346534,349281,352514,355841,358972,362281,365069,368103,371107,373022,375530,377613,380138,381930,383067,383311,383319,383117,384150,384762,386118,387107,387717,388586,388942,389510,390443,392134,394087,396079,397453,399195,400637,402969,405575
"Waco, TX",TX,178,395197,116629,116936,117368,118303,118735,119061,119315,119393,119530,119656,119891,119782,119974,120475,121593,122445,123022,123246,123756,124949,126382,127707,128956,130615,132403,133793,134416,134916,135746,137323,138741,139844,140809,142121,143372,144516,145352,145974,146756,147746,149190,150429,151479,152492,152893,153424,153947,154603,155300,156090,156746,157230,157923,158475,159249,159631,160815,161233,161566,161769,162460,163327,164457,165767,166721,167854,169063,170796,172400,174655
"Olympia, WA",WA,179,394937,234449,233962,235178,236411,238165,239211,240551,241967,243171,245358,247425,249113,250742,253090,255116,257061,258257,260175,261936,263829,265073,265362,266056,267943,270581,272694,274634,275822,277854,279245,281225,283951,286756,290363,292608,295167,296460,299064,300668,304117,306273,309563,312048,314014,316479,318113,320450,321838,324218,325316,326461,326792,329362,331985,334572,335721,336526,338242,340717,343839,346677,350162,354505,359005,362561,365955,370096,375978,382359,388785
"Amarillo, TX",TX,180,394323,126302,126436,126626,126954,127441,127834,128110,128398,128656,128941,129094,129328,129741,130513,131396,132212,132814,133208,133696,134165,134725,135270,135781,136257,136712,136980,136976,136852,136721,136881,137047,137241,137454,137682,138149,138499,138823,138976,139506,140126,141016,141694,142315,142812,143034,143285,143341,143598,143863,144293,144621,144669,144984,145337,146081,146524,146945,146962,146990,147075,147385,147707,148027,148617,148953,149382,149607,150197,151012,152209
"Binghamton, NY",NY,181,394387,108130,108107,108343,108159,107926,107939,108119,108286,108517,108805,109199,109742,109800,109467,109234,109452,109941,109861,109641,109618,109764,110001,109954,110009,110230,110547,110698,110500,109854,110017,110603,111642,112126,112302,112673,113170,113986,114732,115444,116291,117763,118970,119562,119689,120072,120783,121299,121241,120530,120053,120108,120859,121109,120963,120571,120382,120477,120594,120642,121033,121928,122739,123285,123386,123750,124501,125778,127154,128426,129709
"Hagerstown, WV",MD,182,394660,164159,164404,164735,165474,166571,167274,168251,168672,169110,169636,170350,170602,170934,170459,170335,169956,170239,170812,171131,171560,171647,171396,171644,172362,173462,174779,175916,177141,177167,177216,177486,178609,179850,181280,182311,183307,184135,184932,185249,185737,187082,188355,189283,189353,189967,190555,191379,191544,191689,191871,192615,193552,194404,195497,196476,196998,196882,196497,196311,196696,197410,198218,199038,199823,200692,201605,202966,205162,207832,210983
"Bremerton, WA",WA,183,394412,249973,251481,253823,256509,258573,260097,261280,263573,266223,269049,271578,274443,278157,280704,283110,285107,288392,291682,294556,296817,299423,302816,306157,309457,311374,314347,316874,319621,320933,322117,323503,325568,327142,328318,330143,332480,335259,336355,337688,339682,343463,347417,351340,354901,357689,359511,359871,361050,362828,366635,369045,370335,371416,372784,374899,374630,376085,377650,381156,383309,385780,387612,390876,395049,399141,403403,407521,414147,420428,427832
"Laredo, TX",TX,184,394772,153047,154881,156040,156803,157494,157943,158547,159217,160039,160319,160391,160406,160607,160480,160935,161128,161667,162330,162941,163513,163825,164561,165623,166260,166528,166580,166997,167524,167917,167684,167347,167047,167158,167297,167808,168930,169821,170641,170505,170917,170791,171082,170885,170812,170745,171239,172738,174262,175712,175937,176205,176257,176229,175901,175370,174758,174344,174793,174667,174136,172636,172019,171517,170620,169731,168661,167672,166383,164605,161697
"Lynchburg, VA",VA,185,394811,150209,150695,151482,152164,152663,153172,153563,154497,155080,155960,156341,156625,156724,156793,156888,156991,157487,158057,158843,159325,159927,160291,160775,161585,162491,163271,163978,164673,165327,165652,165894,166027,166385,166815,167486,168077,168577,169269,169799,170479,170781,171361,171912,172833,173734,174743,175699,176211,176729,177239,178134,178997,179721,180344,180874,181202,181354,181383,181458,181975,182604,183264,183835,184479,185540,186737,188173,189769,191628,193704
"Yakima, WA",WA,186,395240,146689,147653,149543,152502,154701,155346,155908,156615,158049,158654,159549,161139,162951,164209,163689,163040,163070,164180,165164,166103,166959,168176,169570,170225,170549,171338,173242,174763,175987,177275,179052,180912,182364,183975,185481,187084,188186,189395,190817,192497,194584,196286,198312,199517,201212,203342,204784,206335,207454,208544,209453,210555,212307,215280,218116,221316,222967,224010,225799,227929,230938,233848,236627,239295,241336,242599,243794,245261,247993,251016
"Crestview-Fort Walton Beach-Destin, FL",FL,187,753875,219648,220932,222065,222917,223624,224843,226216,227508,228772,229843,230277,230401,230581,230457,230516,231102,231828,231865,231471,231620,232470,233780,235657,236574,237345,238291,239880,241668,242846,244306,246141,247763,248920,249207,249752,251147,254424,256509,258006,257316,258196,259580,261489,262928,263909,265102,266118,267471,267185,267660,267959,270293,272342,274265,275564,276643,277886,279295,280790,282082,283883,285770,288092,290036,291700,293328,295277,297856,300809,303887
"Topeka, KS",KS,188,395161,110809,110836,110928,111160,111165,111398,111463,111587,111259,111060,111205,111391,111597,111872,112059,112012,111894,111881,111958,112425,112846,113282,113488,113802,114003,114168,114498,115131,115982,116983,118023,118573,119116,119473,120282,120963,121745,122155,122366,122583,122815,123015,122964,123047,123378,123946,124481,124784,125369,126239,127243,128011,128521,128456,128528,128935,129852,130519,130866,131399,131811,132248,132700,133326,134147,135454,136820,138007,138735,139662
"Macon-Bibb County, GA",GA,189,394813,82649,83021,83297,83516,83689,83832,83957,84024,84095,84225,84317,84304,84106,84019,84136,84463,84930,85423,85910,86395,86751,86886,86983,87148,87597,88083,88514,88835,88958,89100,89371,89820,90506,91247,92107,92943,93675,94214,94735,95288,96013,96608,97059,97323,97492,97644,98044,98490,99189,99720,100273,100535,100827,101352,101970,102726,103163,103678,103799,104041,104103,104393,104694,105242,105729,106100,106445,106745,107305,107827
"Champaign-Urbana, IL",IL,190,394454,129770,130509,131281,132007,132092,132165,132128,132446,133005,133507,133808,133931,133889,133794,134010,134386,134707,134899,135036,135431,135640,136237,136687,137851,139035,139730,139216,138495,137900,137866,137957,137811,137761,136962,136784,135715,134921,134071,134750,135835,137402,138016,138497,138760,138697,139344,139190,139647,139732,140754,141476,141421,140904,140840,141083,140895,140945,140897,141628,142124,142745,142843,142717,143092,143634,144267,144786,145856,146951,147986
"Tuscaloosa, AL",AL,191,395171,145289,145226,144793,144117,144056,144693,145056,145318,145412,145316,145559,146153,146825,147524,147765,147728,147099,146217,145402,144569,143768,143663,143309,143001,142100,142088,142447,143277,144212,144976,146099,147256,148404,149164,150099,151188,152418,152916,153614,154267,154813,155524,155944,156506,157143,157720,158056,158343,158935,160111,161028,161744,162418,162601,162976,163367,164095,164656,165298,165773,166238,166446,166709,167078,167552,168393,169169,169867,170278,170929
"College Station, TX",TX,192,394483,160856,161838,162848,163832,164813,165897,167020,167926,168742,169525,170433,171456,172420,173503,174500,175553,176660,177826,178932,180028,181194,182171,183222,184166,185462,186604,187759,188655,189524,190083,190956,191835,192846,193749,194715,195822,196744,197645,198472,199375,200088,200798,201257,201655,201896,202444,203415,204379,205129,205405,205860,206351,206870,207273,207594,208132,208747,209218,209244,209251,209548,210306,211025,211802,212721,213861,215202,216498,217894,219407
"Sioux Falls, SD",SD,193,395103,173650,174415,175224,175813,176284,177069,177999,179080,179279,179537,179707,180733,181667,182575,183896,185368,186763,187460,188070,188772,190056,191227,192537,193522,194602,195663,196440,197254,198130,199357,200441,201497,202448,203336,204161,204796,205429,205978,206722,207575,208841,210202,211681,212871,214029,215152,216250,217168,217908,218459,218928,219398,220218,221031,221680,222075,222420,222777,223050,223596,224453,225509,226609,227683,228318,228919,229696,230904,232256,233719
"Charleston, WV",WV,194,394455,95553,95387,95455,95801,96043,96483,96982,97527,98021,98449,99082,99683,100421,100749,100962,100877,100974,100788,100816,100666,100729,100631,100438,100286,100251,100545,100776,101037,101113,101140,101088,101146,101036,101021,101067,100887,100399,99917,99646,99510,99190,99017,98592,98195,98130,98179,98357,98486,98906,99161,99127,98806,98494,98247,98125,98066,97879,97920,97810,97806,97627,97546,97619,97856,98208,98476,98798,99069,99340,99412
"Appleton, WI",WI,195,394334,141562,142988,144487,145378,145717,145589,145474,145286,144991,144776,144641,145200,145415,145701,145390,145631,146255,147019,148115,149201,150705,152191,153533,153943,154292,154701,155696,156718,157538,159135,160561,161876,162025,161752,161895,162968,164492,166111,167637,168756,169836,170272,170692,171196,172613,174331,175726,176337,176776,176893,177519,178702,179826,181045,181751,182655,182942,183615,184447,185692,186802,188151,189080,189801,190666,191665,193174,194570,196286,197687
"Chico, CA",CA,196,394464,233516,233807,234038,234019,234582,234631,234663,234992,235979,237413,237892,238878,240135,242581,244700,246650,248298,250136,251305,253283,255379,257877,259964,261229,261705,261651,261425,261272,261496,262970,266426,269134,271302,272762,274967,276972,278839,280711,283694,287199,290882,292527,291744,290496,290114,290792,291206,294498,300848,309451,315405,319625,323006,327439,330652,332614,333180,334078,335370,334689,331829,327440,325120,324364,324389,324556,326561,329984,334278,338205
"Charlottesville, VA",VA,197,394459,267875,268233,268278,268566,269026,269575,269965,270448,270939,271478,272103,272680,273019,273191,273635,273931,274045,274185,274739,275589,276623,277574,278486,279126,280125,281127,282445,283707,285054,286149,286835,287476,288194,289161,290389,291989,293631,295025,295934,296621,297266,297742,298481,299003,299561,299932,300882,301785,302624,303388,304430,305770,306851,307993,309149,310440,311723,312508,312605,312589,312822,313248,313647,313973,314524,315163,315727,316293,316832,317810
"Claremont, NH",NH,198,394468,189534,190055,190544,190775,191244,191671,191979,192171,192380,192838,193028,193161,193136,193460,193837,194475,195184,195738,196191,196508,196940,197351,198254,199271,200378,201053,201659,202114,202647,203328,204196,204949,205511,205993,206478,206984,207445,208202,209336,210566,211406,212104,212397,212922,213496,214386,215162,215834,216436,217101,217670,218580,219688,221022,222092,222985,223804,224234,224609,224877,225730,226550,227389,228079,228936,229799,231171,232739,234527,236644
"Barnstable Town, MA",MA,199,394361,373159,374179,375581,376987,377024,376205,375439,375672,377298,378471,378536,378221,377585,377619,378191,380589,384414,387718,389334,389962,390046,392060,394896,397603,399915,403187,405201,406467,406264,406626,408017,409524,411358,411776,413853,416805,419840,421942,422170,421588,420790,423383,427821,431887,434609,436177,436160,435380,433623,431185,430471,432565,437285,440284,440382,438468,436521,434941,434467,434392,436207,439110,442287,444411,445513,446852,450051,455750,462927,471538
"Longview, TX",TX,200,394803,120208,120887,121605,122241,122855,123457,124101,124790,125368,125990,126539,127222,127868,128550,129193,129710,130105,130480,131058,131716,132505,133268,134072,134772,135464,135952,136515,136770,136775,136609,136948,137644,138192,138556,138765,139409,139848,140934,141555,143359,146210,149875,151651,152826,154189,155982,156884,156715,156947,158306,160529,162601,163098,162352,161549,161505,161591,161216,160406,159922,159755,158271,156246,153685,151747,150213,149367,148049,146385,144658
"Burlington, VT",VT,201,394429,260007,260775,261700,262404,262777,263069,263387,263646,263849,263930,264196,264320,264159,264028,264532,265333,266089,266441,266981,267405,268111,269017,270080,271364,273404,275469,277321,278244,279320,280595,281850,283501,284963,286653,287781,288842,289299,289552,288940,289550,290214,291427,292221,292928,293946,294503,295474,296313,297296,298574,299646,300965,301221,301983,302532,304188,305694,306554,306920,307276,308310,309254,310878,311967,313919,315280,317125,318198,319401,321440
"Prescott, AZ",AZ,202,395002,224340,225137,226146,228533,230465,231311,231452,231373,232532,233560,235338,236820,239123,239881,240778,240752,241402,243240,245226,247887,249365,251060,252069,253592,254683,256885,259019,261905,264072,265423,267006,268705,270928,272423,274609,275922,278179,279692,281487,282439,284128,286270,288490,290149,291466,293327,294914,296818,296843,296749,296482,297777,299579,302208,303927,305686,306290,306191,305620,305663,307707,310196,312969,315199,317175,318808,321494,324872,329795,335731
"Springfield, IL",IL,203,395114,130286,129863,129598,129386,129652,129536,129187,128861,128851,129030,129335,129451,129526,129615,129840,130143,130457,130846,131372,131772,132004,132073,131989,132119,132105,132241,132241,132298,132220,132126,132038,132031,132096,132164,132260,132296,132406,132472,132691,132941,133138,133215,133204,133281,133290,133323,133421,133641,133835,133977,134042,134166,134438,134612,134818,134884,135145,135205,135214,135045,135103,135222,135396,135553,135704,136034,136428,136929,137365,138012
"Tyler, TX",TX,204,395174,137031,137789,138474,139034,139688,140305,140891,141453,141785,142195,142423,142897,143307,144212,145166,146126,146533,146916,147347,148118,149071,149914,150504,151083,151860,151376,150563,149908,150342,151491,152433,152974,153086,153195,154170,155052,156035,157000,158145,158928,159186,159117,159041,159301,159426,159928,159877,159923,159885,160444,161687,163225,165575,166877,168701,169609,171208,172271,173737,175413,177003,178447,179381,180309,180702,182031,183043,184756,186116,187747
"Las Cruces, NM",NM,205,394773,151782,152204,152690,153704,154251,154310,153803,154542,154422,154663,154262,154797,154743,153905,152598,151672,152020,153112,154191,154020,153919,154116,155191,155588,155650,155520,155982,155853,156059,156139,156862,157677,158147,158257,157723,157481,157214,158065,159103,160897,161843,163032,163779,165110,166615,169031,172145,175275,177793,178770,178375,177576,177729,178150,178695,178386,177968,176904,175415,174200,173685,173911,175071,176416,177545,178542,179748,181586,183811,186510
"Fargo, ND",ND,206,394585,199736,201154,202914,205102,208239,210822,212797,213282,213536,213457,214938,216420,218366,219883,221227,222096,221749,221685,222039,223063,224156,224821,225032,225309,225478,225121,224385,224158,224526,225497,226141,226393,226568,226711,227618,228186,228747,228926,229939,230387,230775,229955,229692,229516,229611,229325,229083,228908,229433,230316,230708,230590,230118,230160,230339,230696,230961,231630,231921,232273,232175,232152,232219,232885,233800,234801,235520,236144,236770,237343
"Houma, LA",LA,207,394691,135300,135651,135990,136350,136592,136819,137075,137406,137700,138068,137990,138032,138041,138549,138914,139296,139622,140005,140355,140593,140878,141024,141317,141631,141936,141951,142131,142494,142985,143243,143406,143671,143863,144037,144283,144521,144831,145003,145255,145265,145290,145221,145446,145784,146220,146743,147632,148518,149465,149900,150532,150974,151531,151875,151768,151692,151540,151671,151213,150769,150142,149987,149583,149361,148970,148772,148730,148546,148342,147864
"Rochester, MN",MN,208,395030,175430,176417,177362,178501,179013,179797,180167,180953,182000,183457,185063,186692,188542,189669,190564,190823,192013,193525,195796,197457,198559,199075,199710,200422,201288,202661,204106,206128,207772,209351,210293,211307,212702,214568,216564,218138,219081,219775,220916,222141,223093,223698,224174,224889,225420,225876,226589,227628,228862,230114,231226,232128,232434,232917,233981,235461,236940,238162,238878,239488,240358,241240,241976,242702,244067,245449,246527,247138,247758,248526
"Florence, SC",SC,209,394597,105394,105593,105933,106207,106441,106829,107312,107499,107596,107592,107911,108411,108790,109083,109210,109499,109798,109973,109979,109988,110108,110506,110557,110715,110828,111175,111448,111856,112347,112987,113456,113838,114160,114550,115225,115836,116708,117237,117812,117956,118089,118268,118551,118934,119098,118965,118816,118751,118834,118931,119085,119350,119615,119805,119949,120183,120493,120996,121375,121737,121914,122217,122491,122876,123270,123690,124148,124516,124952,125378
"Medford, OR",OR,210,394848,238797,240059,241282,242706,244189,245945,247621,249130,249478,250107,250984,251528,252525,254073,255856,257959,260239,261836,263452,265336,268565,271175,274294,277514,280216,281249,282310,283834,286220,288524,290982,292986,295121,297205,298843,299301,299895,301247,303878,305949,307149,308018,309059,310863,311629,312566,313072,313647,314923,315882,315890,314920,313909,314142,313883,313681,313619,314082,314992,316545,317533,318843,320354,322913,325924,328392,331362,334267,337798,341188
