RegionName,StateName,SizeRank,RegionID,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020
"Sanford, NC",NC,543,395063,115385,115637,115894,116187,116443,116734,116995,117317,117627,117955,118248,118543,118922,119346,119842,120273,120762,121165,121608,121961,122343,122773,123223,123671,124114,124551,124977,125405,125910,126399,126984,127512,128118,128622,129334,130085,130807,131435,132042,132745,133276,133886,134214,134846,135382,136352,137191,138003,138598,138958,139322,139650,140091,140537,141062,141918,142706,142795,142403,142008,142167,142542,142928,143310,143688,144044,144479,144553,144747,145321
"Fergus Falls, MN",MN,544,394591,181531,182263,182993,183872,184779,185776,186511,187270,187917,188608,189462,190182,191045,191734,192622,193343,194175,194954,195906,196937,198034,199275,200358,201515,202475,203413,204375,205554,206767,207933,208930,209840,210842,211823,213010,214343,215986,217767,219226,220328,221080,221826,222543,223363,224005,224738,225655,226591,227331,228256,229353,230495,231269,231865,232676,233617,234587,235363,235664,235987,236280,236326,236345,236415,236874,237411,237742,237853,237923,238023
"Tiffin, OH",OH,545,395157,86289,86434,86672,86945,87238,87505,87717,88000,88213,88518,88764,89034,89243,89491,89732,89987,90199,90478,90795,91046,91338,91615,91993,92354,92868,93430,93971,94381,94724,94995,95288,95674,96128,96601,97076,97564,97973,98345,98723,99221,99725,100198,100594,100971,101344,101616,102055,102549,103158,103749,104340,104926,105221,105508,105856,106452,106993,107490,107693,107864,108003,108150,108286,108376,108683,108999,109269,109307,109341,109429
"Fairmont, WV",WV,546,394582,86231,86531,86736,87086,87370,87572,87773,88061,88466,88516,88453,88284,88410,88620,88947,89271,89628,89917,90226,90500,90706,91058,91357,91690,91922,92145,92372,92544,92799,93191,93648,94217,94748,95270,95795,96362,97000,97666,98341,98875,99206,99384,99504,99635,99816,99966,100278,100636,101069,101425,102005,102631,103259,103659,104065,104569,105027,105463,105657,105791,105912,106080,106066,106103,106217,106550,106879,107091,107307,107541
"Crossville, TN",TN,547,394509,122929,123983,124883,125163,125137,125099,125368,125718,126529,127665,128482,128997,129182,128627,128300,128545,128768,129117,128921,129251,129371,129659,130219,130902,131417,131955,132246,132350,132553,132994,133827,134084,134675,135245,136135,137086,137716,138312,138656,139442,140412,141248,142223,143207,143832,144307,145061,145890,146797,147555,148719,149854,150853,152053,153137,154155,155082,155659,155898,156063,156732,157626,158469,159240,160114,160949,161839,163009,164503,166497
"Picayune, MS",MS,548,394977,124794,125007,125043,125254,125302,125413,125514,125644,125960,126251,126817,127182,127614,127769,127948,127944,127985,128090,128386,128713,128496,128207,127591,127356,127250,127602,127838,128092,128224,128429,128516,128534,128961,129531,130182,130586,130933,131274,131656,132239,132874,133469,133827,134220,134553,134772,134999,135148,135523,135860,136300,136472,136567,136732,137101,137462,137580,137549,137515,137691,137816,137916,137981,138208,138545,138887,139260,139687,140316,141148
"Gloversville, NY",NY,549,394634,94076,94413,94721,95030,95372,95672,95981,96295,96672,97105,97426,97731,98000,98343,98709,99008,99319,99671,100051,100405,100764,101224,101797,102313,102757,103179,103607,104193,104689,105183,105648,106146,106657,106837,107021,107274,107785,108333,108839,109313,109808,110227,110632,110976,111253,111540,111673,111843,112105,112609,113176,113469,113680,113887,114224,114732,115087,115432,115648,116007,116268,116332,116382,116651,117016,117440,117792,118045,118455,118948
"Sonora, CA",CA,550,753920,,,,,,,,,,,,,,,,,,,,,,,,,278593,279032,279664,280659,281947,283510,285653,287598,289743,291817,294264,296461,298190,299636,300748,302332,303447,303952,303343,303198,302604,302060,300688,299675,299506,300898,302599,304088,304537,304594,304095,302724,301444,300448,300015,299752,298953,297396,295833,294427,293782,293524,293804,294555,295373,296095
"Gaffney, SC",SC,551,394621,62139,62502,62906,63197,63424,63574,63841,64123,64451,64681,64852,65053,65313,65350,65324,65381,65893,66448,66889,67167,67518,67856,68162,68445,68806,69341,69991,70789,71399,71941,72366,72854,73300,73824,74372,75008,75675,76308,76713,77127,77472,77929,78201,78582,78903,79381,79705,80018,80097,80317,80664,80361,79884,79369,79665,80145,80587,81052,81594,82182,82695,83058,83365,84069,84917,85694,85913,85867,85840,85651
"Carson City, NV",NV,552,394444,208568,210418,212280,214080,215888,217815,219741,221571,223213,224815,226443,228007,229495,230892,232506,234244,236055,237753,239478,241359,243378,245524,247594,249629,251465,253531,255680,257942,260233,262735,265653,268517,271601,274758,278123,281747,285569,289174,292711,296457,300475,304159,306726,308766,310273,311660,312911,314802,315683,315724,315761,317272,319595,322152,324359,327551,328160,329004,329081,330116,331719,334060,336497,337782,338403,339105,340693,341925,345538,349151
"Calhoun, GA",GA,553,394432,106278,106682,107127,107652,108225,108788,109327,109779,110188,110527,110930,111371,111960,112559,113085,113533,113967,114440,115022,115590,116124,116574,117016,117496,117898,118281,118703,119256,119793,120318,120854,121509,122337,123240,124242,125067,126025,126792,127662,128407,129285,130104,130780,131412,132004,132627,133527,134614,135722,136494,137138,137691,138284,138909,139588,140389,141062,141680,141849,141961,142026,142437,142864,143375,143757,144108,144446,144652,144914,145167
"Milledgeville, GA",GA,554,394861,101812,102177,102567,103024,103460,103889,104365,104822,105262,105662,106056,106479,106994,107565,108175,108647,109102,109585,110030,110379,110615,110669,110833,111007,111315,111421,111487,111660,111800,111982,112209,112610,113095,113751,114435,115075,115548,116076,116555,117049,117614,118112,118590,118955,119422,119884,120541,121379,122231,122826,123368,123847,124363,124846,125249,125654,126033,126394,126541,126464,126446,126627,126867,127110,127272,127453,127669,127880,128027,128144
"Waycross, GA",GA,555,395216,70345,70728,71120,71481,71776,72045,72355,72649,73024,73388,73851,74232,74575,74813,75062,75368,75771,76196,76559,76876,77144,77461,77777,78150,78655,79200,79696,80029,80359,80692,81078,81547,82097,82632,83117,83581,83940,84226,84553,84997,85468,85863,86217,86522,86834,87198,87840,88478,89105,89447,89806,90181,90595,91033,91405,91808,92116,92344,92298,92263,92291,92564,92807,93007,93149,93299,93501,93680,93912,94181
"Oil City, PA",PA,556,394933,68199,68358,68500,68671,68808,68965,69087,69162,69226,69358,69568,69890,70189,70544,70868,71224,71563,71864,72129,72442,72738,73046,73293,73508,73722,73924,74217,74531,74876,75190,75510,75864,76274,76668,77085,77470,77903,78285,78642,78961,79299,79754,80151,80542,80792,81026,81285,81614,81989,82365,82650,82954,83177,83524,83912,84403,84793,85093,85234,85347,85473,85595,85753,85886,86038,86015,85955,85776,85697,85661
"Jasper, IN",IN,557,394721,117698,118113,118593,119023,119451,119833,120113,120443,120852,121263,121647,122022,122423,122811,123252,123716,124269,124744,125208,125586,125906,126425,126913,127464,127898,128426,128973,129530,130083,130744,131459,132229,133045,133823,134656,135528,136334,137197,137955,138871,139719,140574,141414,142238,142978,143443,143966,144477,145293,146049,146832,147499,148287,149063,149819,150398,150972,151565,152028,152458,152804,153125,153461,153797,154062,154297,154520,154853,155196,155637
"Morgan City, LA",LA,558,394878,95323,96030,95759,95084,94634,95071,95516,95555,95287,95452,95780,96347,96599,96713,97090,97968,98667,99202,99474,99945,100491,100701,100979,101412,102472,103366,104191,104494,105169,105665,105991,106217,106447,106854,107399,107232,106067,104702,104187,104434,104721,104977,105761,106460,106986,107177,107527,107782,107809,107538,107121,107380,107771,108342,108448,108763,108897,108902,108368,108316,109000,109986,110651,110508,110169,109754,109494,109142,109007,109086
"Eagle Pass, TX",TX,559,394551,106438,107322,108098,108825,109403,110171,111045,111879,112598,113182,113863,114542,115313,116058,116968,117758,118651,119396,120421,121432,122201,122720,123153,123834,124518,125010,125438,125975,126477,126953,126703,126618,126712,127497,128193,128683,129062,129629,130117,130434,130731,130932,131466,131666,132075,132318,132787,133324,133603,133865,134181,134554,135212,135784,136569,137206,137681,137982,138075,138158,138481,138728,138944,139146,139098,139129,138928,138931,138878,138854
"Ontario, OR",OR,560,394940,122431,123100,123839,124608,125380,126242,127197,128154,129010,129814,130618,131457,132235,133115,133962,134870,135734,136621,137449,138267,139184,140069,141040,142041,143147,144165,145156,146122,147052,147853,148687,149595,150573,151574,152552,153659,154846,155914,156940,158026,159267,160631,161855,163001,163973,165007,166009,167014,167969,168978,170024,170990,171993,172933,173991,174952,175906,176675,177552,178354,179190,180073,180976,181937,182817,183731,184636,185661,186784,188038
"Payson, AZ",AZ,562,394967,175423,176745,178097,179220,180348,181575,183123,184583,185829,186926,187913,188957,189987,191483,192906,193510,194340,195122,196794,197602,198636,199614,200581,201316,202076,200847,199937,200980,201987,202776,201302,201581,202218,203386,204863,206322,207490,209525,211305,212545,213530,214933,216813,218401,218971,219417,220628,221832,223572,224484,225867,226568,227657,229096,230611,231700,232639,233848,234135,234770,235387,236782,238064,239966,241905,243604,245696,248170,251484,254844
"McComb, MS",MS,563,394844,94212,94400,94520,94759,94992,95216,95528,95821,96218,96562,96891,97128,97286,97514,97760,98054,98283,98646,98891,99204,99329,99386,99441,99650,100123,100551,100965,101213,101558,101708,101934,102019,102212,102462,102784,103122,103415,103769,104046,104288,104405,104813,105060,105481,105695,106119,106430,106720,106729,106988,107306,107886,107821,107737,107560,107918,108278,108637,108828,109009,109392,109559,109714,109706,110225,110641,111186,111252,111390,111408
"Rochelle, IL",IL,564,395029,121924,122001,122091,122146,122262,122246,122315,122332,122488,122564,122604,122670,122815,123138,123412,123697,123958,124223,124378,124559,124633,124795,124911,125136,125466,125764,126053,126266,126513,126894,127352,127838,128248,128708,129258,129741,130046,130238,130427,130608,130835,130986,131158,131287,131500,131605,131892,132152,132525,132768,133062,133378,133860,134348,134803,135118,135409,135601,135482,135357,135328,135431,135481,135519,135387,135240,135074,135006,134915,134913
"Scottsboro, AL",AL,565,395073,93107,93793,94475,94470,94647,94752,95094,95311,95764,96238,96798,97135,97035,97096,97258,97902,98353,98838,99148,99340,99540,99495,99638,99671,100008,100316,100668,100925,101275,101567,101990,102589,103287,104054,104554,105202,105553,105942,106292,106700,107123,107632,108201,108716,108934,109234,109656,110143,110630,110994,111526,111870,112048,111813,111722,111705,111982,112148,112342,112399,112538,112756,112853,113065,113382,113985,114433,114827,115137,115503
"Danville, KY",KY,566,394517,98903,99083,99224,99382,99594,99915,100188,100524,100831,101211,101566,101905,102265,102616,102970,103311,103685,104050,104436,104747,105108,105471,105898,106339,106759,107184,107712,108209,108710,109088,109495,109931,110433,111055,111674,112286,112784,113232,113583,114033,114545,115152,115552,115828,116000,116062,116276,116600,117119,117673,118148,118975,119823,120733,121368,121743,122111,122204,122252,122086,122022,121937,121945,121655,121325,120923,120817,120945,121095,121459
"Ashland, OH",OH,567,394339,110922,111193,111528,111947,112299,112691,113023,113388,113620,113894,114125,114430,114779,115107,115365,115574,115874,116243,116618,116988,117437,117886,118301,118643,119055,119584,120153,120684,121146,121486,121865,122336,122947,123579,124434,125316,126222,126953,127734,128517,129208,129897,130461,130955,131308,131737,132318,133081,133829,134680,135461,136279,136895,137443,138049,138807,139635,140316,140668,140867,141103,141322,141562,141776,142194,142665,143116,143433,143705,144026
"Natchez, MS",MS,568,394903,84481,84994,85289,85458,85595,85888,86044,86254,86366,86639,86777,86753,86980,87327,87861,88207,88775,89077,89479,89572,89890,90059,90230,90478,90029,89499,88779,88694,88353,88212,87878,87991,87841,87704,87496,87470,87641,87935,88326,88580,88644,88831,89083,89569,89620,89799,89703,89769,89952,90270,90495,90687,91004,90860,90660,89748,89962,90234,91114,91444,91576,91555,91566,91514,91467,91637,91812,92290,92110,91776
"Greenville, OH",OH,569,394652,103436,103989,104576,105069,105721,106241,106779,107335,107969,108654,109220,109655,109897,110128,110378,110691,110922,111227,111399,111630,111783,112004,112261,112617,112821,113131,113379,113763,113987,114194,114494,114839,115222,115523,115839,116202,116716,117426,118161,118955,119572,120024,120286,120494,120798,121112,121577,122090,122634,122722,122777,123140,123697,124335,124666,125229,125651,126027,126167,126251,126330,126631,126955,126977,126963,126953,127243,127351,127494,127660
"Galesburg, IL",IL,570,394625,65458,65212,64956,65164,65315,65490,65667,65884,66079,66233,66406,66596,67011,67424,67837,68076,68321,68586,68875,69172,69459,69789,70087,70398,70738,71066,71380,71620,71894,72212,72505,72795,73082,73352,73678,73962,74263,74505,74735,74945,75171,75341,75504,75637,75785,75955,76199,76473,76732,76916,77136,77375,77760,78123,78534,78836,79104,79221,79182,79146,79133,79180,79184,79182,79027,78876,78666,78520,78359,78268
"Warrensburg, MO",MO,571,395204,141561,141866,142211,142613,143050,143514,143995,144531,145098,145728,146378,147010,147611,148176,148749,149292,149822,150325,150785,151244,151719,152157,152583,153060,153635,154341,154960,155653,156356,157116,157940,158716,159569,160430,161261,162125,162928,163675,164443,165165,166035,166914,167723,168459,168869,169572,170369,171344,172092,172661,173245,173746,174427,175144,175923,176462,176846,177609,178509,179550,180269,181116,181935,182790,183381,183880,184309,184930,185777,186121
"Kearney, NE",NE,572,394737,151045,151918,152620,153498,154318,155161,155852,156557,157283,158032,158759,159386,160405,161496,162681,163396,164178,165050,166094,167132,168187,169282,170466,171631,172528,173372,174223,175341,176424,177424,178415,179432,180458,181388,182487,183624,184775,185714,186612,187582,188625,189657,190580,191498,192433,193356,194678,196045,197467,198443,199339,200241,201263,202209,203091,204085,204995,205963,206094,206265,206403,206943,207485,207858,208016,208155,208292,208246,208158,207960
"Fort Polk South, LA",LA,573,394608,99090,99212,99208,99543,99777,100008,100102,100199,100302,100601,100970,101481,102008,102646,103234,103452,103547,103680,103881,104036,104091,104137,104109,104430,104869,105238,105398,105685,106182,106508,106753,106956,107224,107368,107659,106871,106074,105048,104997,105205,105469,105769,105948,106241,106477,106666,106998,107713,108539,109125,109581,109621,109775,109815,110031,110195,110312,110394,110135,110012,109915,110108,109978,110023,109915,109909,109844,109776,109764,109827
"Fort Leonard Wood, MO",MO,574,394604,144108,143999,144017,144410,144801,145198,145559,146028,146346,146628,146701,146885,147112,147119,147036,147085,147499,147941,148377,148565,148887,149260,150089,150827,151385,151779,152032,152468,152522,152692,152692,152871,152956,153000,152975,153017,153237,153601,154236,154416,154775,154826,155145,155340,155626,155723,155718,155590,155679,155730,156157,156667,158021,158926,159529,159249,158974,159119,159232,159390,159183,158892,158140,157429,155980,154896,153829,153326,152651,151612
"Glasgow, KY",KY,575,394632,92094,92386,92719,92688,93073,93392,94006,94135,94274,94565,94725,94853,94737,95052,95482,96043,96351,96545,96651,96758,96890,96718,97176,97775,98823,99346,99770,100276,100843,101611,102227,102874,103412,104106,104218,104244,104002,104530,105126,105776,106374,106762,107210,107487,107797,107947,108247,108607,109149,109892,110757,111659,112234,112763,113330,113775,114236,114457,114773,115009,115304,115142,114877,114548,114514,114578,114609,114782,114917,115256
"Athens, TN",TN,576,394344,101040,101281,101442,101714,102038,102292,102676,103073,103584,104066,104539,105028,105548,106143,106726,107298,107905,108552,109111,109589,109994,110350,110779,111048,111493,111837,112447,112982,113427,113858,114206,114711,115251,115975,116609,117203,117711,118393,118952,119565,120008,120822,121641,122477,123051,123686,124309,125168,125890,126734,127025,127266,127211,127890,128476,129153,129230,129621,130206,130824,131270,131528,132195,132862,133836,134012,134249,134347,135026,135367
"Edwards, CO",CO,577,394556,372493,375509,379576,382685,383345,385315,389719,394645,398984,400939,403014,404794,405644,403873,400834,400473,402056,404288,405332,407223,409346,411798,413862,415872,417855,421715,425913,428660,430281,431822,434713,436669,438281,440039,441630,443554,445337,446873,449040,451994,454957,457417,459891,463173,466956,469194,470325,471703,473561,474892,473572,471243,469526,470016,473356,476582,477332,477018,478032,480437,481650,482807,485385,488350,490826,491671,489884,487790,487257,488074
"Fernley, NV",NV,578,394592,172499,173028,173409,174022,175740,177786,179724,181510,183083,184593,186023,187453,189133,191056,193209,195259,196679,198364,199843,201855,203762,206123,208722,211292,213665,216638,219247,221829,225427,228382,232463,235533,239898,243084,246018,249264,252222,254527,257763,261931,265419,268208,270065,272367,272978,273592,273692,273286,273401,274387,275731,277287,278530,280696,282236,282907,283472,284183,286135,288324,290212,291536,292151,292131,292496,292663,293522,295015,297066,299165
"Mason City, IA",IA,579,394838,102347,102549,102686,102712,102849,102943,103140,103422,103840,104440,105054,105524,105688,105891,106071,106480,106768,107162,107387,107546,107633,107865,108090,108433,108811,109300,109791,110178,110553,110905,111282,111673,112060,112287,112572,112821,113659,114375,115211,115598,116049,116318,116569,116842,117130,117399,117641,117932,118074,118273,118412,118741,119046,119447,119817,120293,120744,121195,121440,121674,121812,121924,122009,122172,122312,122445,122581,122591,122578,122570
"Malone, NY",NY,580,394819,86864,87112,87360,87672,88070,88407,88665,88848,89088,89379,89914,90442,90999,91463,91925,92340,92727,93122,93563,94016,94526,95059,95492,95861,96206,96621,97049,97507,97966,98570,99142,99750,100295,100812,101285,101767,102318,102952,103544,104137,104658,105066,105452,105862,106287,106667,106863,107126,107428,107991,108611,109198,109667,110024,110316,110767,111193,111631,112006,112381,112747,112832,112870,112911,113064,113307,113590,113693,113783,113852
"Winona, MN",MN,581,395234,152548,153056,153606,154183,154823,155574,156257,156963,157543,158211,158912,159574,160095,160584,161081,161775,162452,163066,163708,164441,165366,166252,167086,167898,168782,169717,170738,171496,172233,172872,173674,174431,175129,175775,176644,177666,178785,179803,180696,181443,182096,182625,183071,183591,184087,184736,185404,186082,186671,187502,188398,189455,190087,190801,191376,192131,192807,193387,193573,193714,193908,193927,193912,193867,194169,194445,194779,194889,195023,195119
"Durango, CO",CO,582,394547,375679,372822,369494,370841,371824,372617,373052,373208,373692,374713,375380,375756,378101,380391,382860,383513,384341,385552,386631,388217,389534,390683,391670,392627,394057,395048,396028,396497,398462,399784,401608,403033,405201,407059,407505,408369,409699,412721,414996,416411,414552,414184,414436,414188,411957,410500,412499,415530,418206,423028,427348,432545,433435,433797,431991,432158,432343,432138,430407,428357,426034,421660,418346,415358,417055,418758,421823,423969,427163,430711
"Platteville, WI",WI,583,394985,101429,101823,102083,102575,102854,103118,103154,103317,103600,103926,104325,104672,105130,105477,106053,106600,107368,107822,108346,108823,109456,109953,110509,111107,111698,112307,112743,113261,113585,114244,114899,115676,116210,116963,117752,118569,119245,119835,120473,121074,121754,122298,122878,123317,123834,124205,124584,124964,125499,126291,127093,127849,128585,129330,129945,130523,131067,131614,131958,132260,132564,132673,132746,132829,132888,132902,132944,133007,133046,133052
"Greenville, MS",MS,584,394650,,,,,225046,227501,230032,235468,239946,242461,243488,241764,239077,236434,234020,233075,232121,231824,229646,223676,218403,215174,214432,216381,219185,220089,221043,218969,217657,213754,211819,213365,215283,216780,216028,215451,214616,216282,215969,216745,215239,216728,217222,219175,220064,223403,226539,229164,229686,228449,228010,227843,229573,229950,230297,229211,229879,230812,232559,234357,236703,239602,242625,245167,247051,248984,251207,253765,255461,256130
